key,name,description,attached to,layer,type,url
social-science.sociology.sociology-of-technology,Sociology of technology,Study of technology and its social impacts.,Sociology|0;Technology|1,3,S,"https://en.wikipedia.org/wiki/Science,_technology_and_society"
social-science.sociology.sociology-of-terrorism,Sociology of terrorism,Study of terrorism as a social and political phenomenon.,Sociology|0;Political science|1,3,S,https://en.wikipedia.org/wiki/Sociology_of_terrorism
social-science.sociology.sociology-of-the-body,Sociology of the body,Study of the body as a social and cultural construct.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Sociology_of_the_body
social-science.sociology.sociology-of-the-family,Sociology of the family,Study of family structures and relationships.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Sociology_of_the_family
social-science.sociology.sociology-of-the-history-of-science,Sociology of the history of science,Study of science history as a social process.,Sociology|0;History|1,3,S,https://en.wikipedia.org/wiki/Sociology_of_the_history_of_science
social-science.sociology.sociology-of-the-internet,Sociology of the Internet,Study of online communities and digital social life.,Sociology|0;Technology|1,3,S,https://en.wikipedia.org/wiki/Sociology_of_the_Internet
social-science.sociology.sociology-of-work,Sociology of work,Study of work labor and employment relations.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Industrial_sociology
social-science.sociology.sociomusicology,Sociomusicology,Study of music in social contexts and communities.,Sociology|0;Music|1,3,S,https://en.wikipedia.org/wiki/Sociomusicology
social-science.sociology.structural-sociology,Structural sociology,Study of social structures and systemic relations.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Structural_sociology
social-science.sociology.theoretical-sociology,Theoretical sociology,Study of sociological theory and conceptual frameworks.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Theoretical_sociology
social-science.sociology.urban-studies-or-urban-sociology-rural-sociology,Urban studies or Urban sociology/Rural sociology,Study of urban and rural social structures.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Urban_studies
social-science.sociology.victimology,Victimology,Study of victims of crime and social harm.,Sociology|0;Law|1,3,S,https://en.wikipedia.org/wiki/Victimology
social-science.sociology.visual-sociology,Visual sociology,Study of society using visual methods and imagery.,Sociology|0;Communication|1,3,S,https://en.wikipedia.org/wiki/Visual_sociology
social-science.sociology.sociological-theory,Sociological theory,Study of sociological theory and its development.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Sociological_theory
social-science.sociology.social-work,Social work,Study of social work practice and social services.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Social_work
social-science.sociology.social-work.child-welfare,Child welfare,Study of policies and practices supporting child welfare.,Social work|0,4,S,https://en.wikipedia.org/wiki/Child_welfare
social-science.sociology.social-work.community-practice,Community practice,Study of community based social work methods.,Social work|0,4,S,https://en.wikipedia.org/wiki/Community_practice
social-science.sociology.social-work.community-practice.community-organizing,Community organizing,Study of organizing communities for collective action.,Community practice|0,5,S,https://en.wikipedia.org/wiki/Community_organizing
social-science.sociology.social-work.human-services,Human Services,Study of human services and service delivery systems.,Social work|0,4,S,https://en.wikipedia.org/wiki/Human_Services
social-science.sociology.social-work.corrections,Corrections,Study of correctional systems and rehabilitation services.,Social work|0;Law|1,4,S,https://en.wikipedia.org/wiki/Corrections
social-science.sociology.social-work.gerontology,Gerontology,Study of aging and services for older adults.,Social work|0;Biology|0,4,S,https://en.wikipedia.org/wiki/Gerontology
social-science.sociology.social-work.medical-social-work,Medical social work,Study of social work in medical and healthcare settings.,Social work|0,4,S,https://en.wikipedia.org/wiki/Medical_social_work
social-science.sociology.social-work.mental-health,Mental health,Study of social services related to mental health.,Social work|0,4,S,https://en.wikipedia.org/wiki/Mental_health
social-science.sociology.social-work.school-social-work,School social work,Study of social work practice in schools.,Social work|0,4,S,https://en.wikipedia.org/wiki/School_social_worker
social-science.education,Education,Study of teaching learning and educational systems.,Psychology|0,2,S,https://en.wikipedia.org/wiki/Education
social-science.cultural-studies,Cultural studies,Study of cultural practices meanings and identities.,,1,S0,https://en.wikipedia.org/wiki/Interdisciplinarity
social-science.cultural-studies.african-studies,African studies,Study of African societies cultures and histories.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/African_studies
social-science.cultural-studies.american-studies,American studies,Study of American culture society and history.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/American_studies
social-science.cultural-studies.american-studies.appalachian-studies,Appalachian studies,Study of the Appalachian region and its culture.,key:social-science.cultural-studies.american-studies|0,3,S,https://en.wikipedia.org/wiki/Appalachian_studies
social-science.cultural-studies.american-studies.canadian-studies,Canadian studies,Study of Canada and Canadian society.,key:social-science.cultural-studies.american-studies|0,3,S,https://en.wikipedia.org/wiki/Canadian_studies
social-science.cultural-studies.american-studies.latin-american-studies,Latin American studies,Study of Latin America and its societies.,key:social-science.cultural-studies.american-studies|0,3,S,https://en.wikipedia.org/wiki/Latin_American_studies
social-science.cultural-studies.australian-studies,Australian studies,Study of Australia and its society and history.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Australian_studies
social-science.cultural-studies.european-studies,European studies,Study of Europe and European societies.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/European_studies
social-science.cultural-studies.european-studies.sociology-in-poland,Sociology in Poland,Study of sociology as practiced in Poland.,key:social-science.cultural-studies.european-studies|0;Sociology|0,3,S,https://en.wikipedia.org/wiki/Sociology_in_Poland
social-science.cultural-studies.european-studies.celtic-studies,Celtic studies,Study of Celtic languages cultures and histories.,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Celtic_studies
social-science.cultural-studies.european-studies.german-studies,German studies,Study of German language culture and history.,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/German_studies
social-science.cultural-studies.european-studies.indo-european-studies,Indo-European studies,Study of Indo-European languages and cultures.,key:social-science.cultural-studies.european-studies|0;Linguistics|1,3,S,https://en.wikipedia.org/wiki/Indo-European_studies
social-science.cultural-studies.european-studies.scandinavian-studies,Scandinavian studies,Study of Scandinavian societies cultures and languages.,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Scandinavian_studies
social-science.cultural-studies.european-studies.slavic-studies,Slavic studies,Study of Slavic languages cultures and histories.,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Slavic_studies
social-science.cultural-studies.pacific-studies,Pacific studies,Study of Pacific Island societies and cultures.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Pacific_studies
social-science.cultural-studies.middle-east-studies,Middle East studies,Study of Middle Eastern societies and cultures.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Middle_East_studies
social-science.cultural-studies.middle-east-studies.turkology-turkish-studies,Turkology (Turkish studies),Study of Turkish language culture and history.,Middle East studies|0,3,S,https://en.wikipedia.org/wiki/Turkology
social-science.cultural-studies.russian-and-eastern-european-studies,Russian and Eastern European studies,Study of Russia and Eastern Europe and their cultures.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Russian_Empire
social-science.cultural-studies.ethnic-studies,Ethnic studies,Study of ethnicity race and minority experiences.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Ethnic_studies
social-science.cultural-studies.ethnology,Ethnology,Study of cultures through comparative ethnographic methods.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Ethnology
social-science.cultural-studies.culturology,Culturology,Study of culture as a scientific and theoretical field.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Culturology
social-science.cultural-studies.cross-cultural-studies,Cross-cultural studies,Study of interactions and comparisons across cultures.,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Cross-cultural_studies
social-science.cultural-studies.business-economics,Business economics,Study of economic analysis applied to business.,Cultural studies|0;Economics|1,2,S,https://en.wikipedia.org/wiki/Business_economics
social-science.cultural-studies.business-ethics,Business ethics,Study of ethical issues in business practice.,Cultural studies|0;Ethics|1,2,S,https://en.wikipedia.org/wiki/Business_ethics
social-science.cultural-studies.business-studies,Business studies,Study of business organization and management.,Cultural studies|0;Economics|1,2,S,https://en.wikipedia.org/wiki/Business_studies
social-science.cultural-studies.decision-science,Decision science,Study of decision making under uncertainty.,Cultural studies|0;Mathematics|1,2,S,https://en.wikipedia.org/wiki/Decision_science
social-science.cultural-studies.entrepreneurship,Entrepreneurship,Study of creating and growing new ventures.,Cultural studies|0;Economics|0,3,S,https://en.wikipedia.org/wiki/Entrepreneurship
social-science.cultural-studies.human-resources-management,Human resources management,Study of managing people and workforce policies.,Cultural studies|0;Sociology|1,2,S,https://en.wikipedia.org/wiki/Human_resources_management
social-science.cultural-studies.management,Management,Study of planning organizing and leading organizations.,Cultural studies|0;Economics|0;Information science|0,3,S,https://en.wikipedia.org/wiki/Management
social-science.cultural-studies.organizational-behavior,Organizational behavior,Study of behavior within organizations.,Cultural studies|0;Sociology|1,2,S,https://en.wikipedia.org/wiki/Organizational_behavior
social-science.cultural-studies.organization-theory,Organization theory,Study of organizations and their structures.,Cultural studies|0;Sociology|1,2,S,https://en.wikipedia.org/wiki/Organization_theory
social-science.cultural-studies.project-management,Project management,Study of planning and delivering projects.,Cultural studies|0;Economics|1,2,S,https://en.wikipedia.org/wiki/Project_management
social-science.cultural-studies.quality-control,Quality control,Study of quality assurance and process improvement.,Cultural studies|0;Economics|1;Mathematics|0,2,S,https://en.wikipedia.org/wiki/Quality_control
social-science.education.comparative-education,Comparative education,Study of education systems across countries.,Education|0;Sociology|1,3,S,https://en.wikipedia.org/wiki/Comparative_education
social-science.education.critical-pedagogy,Critical pedagogy,Study of education through critical and emancipatory theory.,Education|0;Philosophy|1,3,S,https://en.wikipedia.org/wiki/Critical_pedagogy
social-science.education.curriculum-and-instruction,Curriculum and instruction,Study of curriculum design and instructional methods.,Education|0,3,S,https://en.wikipedia.org/wiki/Curriculum_and_instruction
social-science.education.curriculum-and-instruction.alternative-education,Alternative education,Study of nontraditional educational approaches.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Alternative_education
social-science.education.curriculum-and-instruction.early-childhood-education,Early childhood education,Study of education for early childhood development.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Early_childhood_education
social-science.education.curriculum-and-instruction.elementary-education,Elementary education,Study of education in primary schooling.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Elementary_education
social-science.education.curriculum-and-instruction.secondary-education,Secondary education,Study of education at the secondary school level.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Secondary_education
social-science.education.curriculum-and-instruction.higher-education,Higher education,Study of tertiary education systems and practices.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Higher_education
social-science.education.curriculum-and-instruction.mastery-learning,Mastery learning,Study of instructional approaches focused on mastery.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Mastery_learning
social-science.education.curriculum-and-instruction.cooperative-learning,Cooperative learning,Study of learning through collaboration and group work.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Cooperative_learning
social-science.education.curriculum-and-instruction.agricultural-education,Agricultural education,Study of education in agriculture and food systems.,Curriculum and instruction|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Agricultural_education
social-science.education.curriculum-and-instruction.art-education,Art education,Study of teaching and learning in the arts.,Curriculum and instruction|0;Visual arts|1,4,S,https://en.wikipedia.org/wiki/Art_education
social-science.education.curriculum-and-instruction.bilingual-education,Bilingual education,Study of education using two languages.,Curriculum and instruction|0;Linguistics|1,4,S,https://en.wikipedia.org/wiki/Bilingual_education
social-science.education.curriculum-and-instruction.chemistry-education,Chemistry education,Study of teaching and learning chemistry.,Curriculum and instruction|0;Chemistry|1,4,S,https://en.wikipedia.org/wiki/Chemistry_education
social-science.education.curriculum-and-instruction.counselor-education,Counselor education,Study of training for counseling roles and practice.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Counselor_education
social-science.education.curriculum-and-instruction.language-education,Language education,Study of teaching and learning languages.,Curriculum and instruction|0;Linguistics|1,4,S,https://en.wikipedia.org/wiki/Language_education
social-science.education.curriculum-and-instruction.legal-education,Legal education,Study of education and training in law.,Curriculum and instruction|0;Law|1,4,S,https://en.wikipedia.org/wiki/Legal_education
social-science.education.curriculum-and-instruction.mathematics-education,Mathematics education,Study of teaching and learning mathematics.,Curriculum and instruction|0;Mathematics|1,4,S,https://en.wikipedia.org/wiki/Mathematics_education
social-science.education.curriculum-and-instruction.medical-education,Medical education,Study of training and education in medicine.,Curriculum and instruction|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Medical_education
social-science.education.curriculum-and-instruction.military-education-and-training,Military education and training,Study of education and training in military contexts.,Curriculum and instruction|0;Political science|1,4,S,https://en.wikipedia.org/wiki/Military_education_and_training
social-science.education.curriculum-and-instruction.nursing-education,Nursing education,Study of education and training in nursing.,Curriculum and instruction|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Nursing_education
social-science.education.curriculum-and-instruction.outdoor-education,Outdoor education,Study of education conducted in outdoor settings.,Curriculum and instruction|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Outdoor_education
social-science.education.curriculum-and-instruction.peace-education,Peace education,Study of education for conflict resolution and peace.,Curriculum and instruction|0;Political science|1,4,S,https://en.wikipedia.org/wiki/Peace_education
social-science.education.curriculum-and-instruction.physical-education-sports-coaching,Physical education/Sports coaching,Study of physical education and sports coaching.,Curriculum and instruction|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Physical_education
social-science.education.curriculum-and-instruction.physics-education,Physics education,Study of teaching and learning physics.,Curriculum and instruction|0;Physics|1,4,S,https://en.wikipedia.org/wiki/Physics_education
social-science.education.curriculum-and-instruction.reading-education,Reading education,Study of teaching reading and literacy skills.,Curriculum and instruction|0;Linguistics|1,4,S,https://en.wikipedia.org/wiki/Reading_education
social-science.education.curriculum-and-instruction.religious-education,Religious education,Study of teaching religion and religious literacy.,Curriculum and instruction|0;Religious studies|1,4,S,https://en.wikipedia.org/wiki/Religious_education
social-science.education.curriculum-and-instruction.science-education,Science education,Study of teaching and learning science.,Curriculum and instruction|0;Scientific thinking|1,4,S,https://en.wikipedia.org/wiki/Science_education
social-science.education.curriculum-and-instruction.special-education,Special education,Study of education for students with special needs.,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Special_education
social-science.education.curriculum-and-instruction.technology-education,Technology education,Study of teaching technology and engineering concepts.,Curriculum and instruction|0;Technology|1,4,S,https://en.wikipedia.org/wiki/Technology_education
social-science.education.curriculum-and-instruction.vocational-education,Vocational education,Study of education for trades and technical careers.,Curriculum and instruction|0;Technology|1,4,S,https://en.wikipedia.org/wiki/Vocational_education
social-science.education.educational-leadership,Educational leadership,Study of leadership and administration in education.,Education|0,3,S,https://en.wikipedia.org/wiki/Educational_leadership
social-science.education.educational-philosophy,Educational philosophy,Study of philosophical foundations of education.,Education|0;Philosophy|1,3,S,https://en.wikipedia.org/wiki/Educational_philosophy
social-science.education.educational-psychology,Educational psychology,Study of learning processes and educational measurement.,Education|0,3,S,https://en.wikipedia.org/wiki/Educational_psychology
social-science.education.educational-technology,Educational technology,Study of technologies used to support learning.,Education|0;Technology|1,3,S,https://en.wikipedia.org/wiki/Educational_technology
social-science.education.distance-education,Distance education,Study of teaching and learning at a distance.,Education|0;Technology|1,3,S,https://en.wikipedia.org/wiki/Distance_education
social-science.family-and-consumer-science,Family and consumer science,Study of family life consumption and household management.,Sociology|0,3,S,https://en.wikipedia.org/wiki/Family_and_consumer_science
social-science.family-and-consumer-science.consumer-education,Consumer education,Study of consumer decision making and financial literacy.,Family and consumer science|0;Economics|1,4,S,https://en.wikipedia.org/wiki/Consumer_education
social-science.family-and-consumer-science.housing,Housing,Study of housing design policy and family living environments.,Family and consumer science|0,4,S,https://en.wikipedia.org/wiki/Housing
social-science.family-and-consumer-science.interior-design,Interior design,Study of interior design for functional living spaces.,Family and consumer science|0;Visual arts|1,4,S,https://en.wikipedia.org/wiki/Interior_design
social-science.family-and-consumer-science.nutrition,Nutrition,Study of nutrition and dietary health.,Family and consumer science|0;Biology|0,4,S,https://en.wikipedia.org/wiki/Nutrition
social-science.family-and-consumer-science.nutrition.foodservice-management,Foodservice management,Study of managing food services and hospitality operations.,key:social-science.family-and-consumer-science.nutrition|0;Economics|1,5,S,https://en.wikipedia.org/wiki/Foodservice
social-science.family-and-consumer-science.textiles,Textiles,Study of textiles and their use in household contexts.,Family and consumer science|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Textile
formal-science,Formal science,Study of formal systems such as logic and mathematics.,,0,,https://en.wikipedia.org/wiki/Formal_science
formal-science.information-science,Information science,Study of information organization retrieval and use.,Mathematics|1,1,S0,https://en.wikipedia.org/wiki/Information_science
formal-science.information-science.library-and-museum-studies,Library and museum studies,Study of library and museum information practices.,Information science|0,2,S,https://en.wikipedia.org/wiki/Library_science
formal-science.information-science.library-and-museum-studies.archival-science,Archival science,Study of preserving and organizing archival records.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Archival_science
formal-science.information-science.library-and-museum-studies.archivist,Archivist,Study of professional practices of archivists.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Archivist
formal-science.information-science.library-and-museum-studies.bibliographic-databases,Bibliographic databases,Study of bibliographic databases and indexing.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Bibliographic_databases
formal-science.information-science.library-and-museum-studies.bibliometrics,Bibliometrics,Study of quantitative analysis of publications.,Library and museum studies|0;Statistics|1,3,S,https://en.wikipedia.org/wiki/Bibliometrics
formal-science.information-science.library-and-museum-studies.bookmobile,Bookmobile,Study of mobile library services and access.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Bookmobile
formal-science.information-science.library-and-museum-studies.cataloging,Cataloging,Study of cataloging and metadata for collections.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Cataloging
formal-science.information-science.library-and-museum-studies.cataloging.citation-analysis,Citation analysis,Study of citation patterns and impact analysis.,Cataloging|0;Statistics|1,4,S,https://en.wikipedia.org/wiki/Citation_analysis
formal-science.information-science.library-and-museum-studies.categorization,Categorization,Study of categorization methods and schemes.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Categorization
formal-science.information-science.library-and-museum-studies.classification,Classification,Study of classification systems for information.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Classification
formal-science.information-science.library-and-museum-studies.classification.library-classification,Library classification,Study of library classification schemes.,Classification|0,4,S,https://en.wikipedia.org/wiki/Library_classification
formal-science.information-science.library-and-museum-studies.classification.taxonomic-classification,Taxonomic classification,Study of taxonomic classification of entities.,Classification|0;Biology|1,4,S,https://en.wikipedia.org/wiki/Taxonomic_classification
formal-science.information-science.library-and-museum-studies.classification.scientific-classification,Scientific classification,Study of scientific classification systems.,Classification|0;Scientific thinking|1,4,S,https://en.wikipedia.org/wiki/Scientific_classification
formal-science.information-science.library-and-museum-studies.classification.statistical-classification,Statistical classification,Study of statistical classification methods.,Classification|0;Statistics|1,4,S,https://en.wikipedia.org/wiki/Statistical_classification
formal-science.information-science.library-and-museum-studies.classification.security-classification,Security classification,Study of classification of information for security.,Classification|0;Political science|1,4,S,https://en.wikipedia.org/wiki/Security_classification
formal-science.information-science.library-and-museum-studies.classification.film-classification,Film classification,Study of film rating and classification systems.,Classification|0;Communication|1,4,S,https://en.wikipedia.org/wiki/Film_classification
formal-science.information-science.library-and-museum-studies.collections-care,Collections care,Study of preservation and care of collections.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Collections_care
formal-science.information-science.library-and-museum-studies.collection-management,Collection management,Study of managing collections policies and workflows.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Librarian#Librarian_roles_and_duties
formal-science.information-science.library-and-museum-studies.collection-management-policy,Collection Management Policy,Study of policies for collection management and stewardship.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Collection_Management_Policy
formal-science.information-science.library-and-museum-studies.conservation-science,Conservation science,Study of scientific methods for conserving materials.,Library and museum studies|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Conservation_science_(cultural_heritage)
formal-science.information-science.library-and-museum-studies.conservation-and-restoration-of-cultural-heritage,Conservation and restoration of cultural heritage,Study of preserving and restoring cultural heritage materials.,Library and museum studies|0;History|1,3,S,https://en.wikipedia.org/wiki/Conservation_and_restoration_of_cultural_heritage
formal-science.information-science.library-and-museum-studies.curator,Curator,Study of curatorial practices for collections and exhibits.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Curator
formal-science.information-science.library-and-museum-studies.data-storage,Data storage,Study of methods and systems for storing data.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Data_storage
formal-science.information-science.library-and-museum-studies.database-management,Database management,Study of managing databases and data systems.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Database_management
formal-science.information-science.library-and-museum-studies.data-modeling,Data modeling,Study of modeling data structures and relationships.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Data_modeling
formal-science.information-science.library-and-museum-studies.digital-preservation,Digital preservation,Study of preserving digital assets and records.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Digital_preservation
formal-science.information-science.library-and-museum-studies.dissemination,Dissemination,Study of distributing information and knowledge.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Dissemination
formal-science.information-science.library-and-museum-studies.film-preservation,Film preservation,Study of preserving film materials and archives.,Library and museum studies|0;Communication|1,3,S,https://en.wikipedia.org/wiki/Film_preservation
formal-science.information-science.library-and-museum-studies.five-laws-of-library-science,Five laws of library science,Study of foundational principles of library science.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Five_laws_of_library_science
formal-science.information-science.library-and-museum-studies.history-of-library-science,History of library science,Study of the historical development of library science.,Library and museum studies|0;History|1,3,S,https://en.wikipedia.org/wiki/Library_science#History
formal-science.information-science.library-and-museum-studies.indexer,Indexer,Study of indexing practices and information access.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Bibliographic_index
formal-science.information-science.library-and-museum-studies.informatics,Informatics,Study of information processing and systems in practice.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Informatics
formal-science.information-science.library-and-museum-studies.information-architecture,Information architecture,Study of structuring information for usability.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Information_architecture
formal-science.information-science.library-and-museum-studies.information-broker,Information broker,Study of professional information brokerage services.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Information_broker
formal-science.information-science.library-and-museum-studies.information-literacy,Information literacy,Study of skills for finding and evaluating information.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Information_literacy
formal-science.information-science.library-and-museum-studies.information-retrieval,Information retrieval,Study of searching and retrieving information.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Information_retrieval
formal-science.information-science.library-and-museum-studies.information-systems-and-technology,Information systems and technology,Study of information systems and supporting technologies.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Information_systems_and_technology
formal-science.information-science.library-and-museum-studies.integrated-library-system,Integrated library system,Study of integrated systems for library operations.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Integrated_library_system
formal-science.information-science.library-and-museum-studies.interlibrary-loan,Interlibrary loan,Study of sharing resources among libraries.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Interlibrary_loan
formal-science.information-science.library-and-museum-studies.knowledge-engineering,Knowledge engineering,Study of building knowledge based systems and ontologies.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Knowledge_engineering
formal-science.information-science.library-and-museum-studies.library,Library,Study of library institutions and services.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Library
formal-science.information-science.library-and-museum-studies.library-binding,Library binding,Study of binding and repair of library materials.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Library_binding
formal-science.information-science.library-and-museum-studies.library-circulation,Library circulation,Study of lending systems and circulation workflows.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Library_circulation
formal-science.information-science.library-and-museum-studies.library-instruction,Library instruction,Study of teaching users how to use library resources.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Library_instruction
formal-science.information-science.library-and-museum-studies.library-portal,Library portal,Study of portals for access to library resources.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Library_portal
formal-science.information-science.library-and-museum-studies.library-technical-services,Library technical services,Study of technical services such as cataloging and processing.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Library_technical_services
formal-science.information-science.library-and-museum-studies.mass-deacidification,Mass deacidification,Study of chemical processes to preserve paper collections.,Library and museum studies|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Mass_deacidification
formal-science.information-science.library-and-museum-studies.museology,Museology,Study of museums their roles and practices.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Museology
formal-science.information-science.library-and-museum-studies.museum-education,Museum education,Study of educational programs in museums.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Museum_education
formal-science.information-science.library-and-museum-studies.museum-education.museum-administration,Museum administration,Study of managing museums and their operations.,Museum education|0,4,S,https://en.wikipedia.org/wiki/Arts_administration
formal-science.information-science.library-and-museum-studies.object-conservation,Object conservation,Study of preserving physical objects in collections.,Library and museum studies|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Object_conservation
formal-science.information-science.library-and-museum-studies.preservation,Preservation,Study of preserving materials and information over time.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Historic_preservation
formal-science.information-science.library-and-museum-studies.prospect-research,Prospect research,Study of research for fundraising and donor identification.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Prospect_research
formal-science.information-science.library-and-museum-studies.readers-advisory,Readers' advisory,Study of advising readers and recommending materials.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Readers%27_advisory
formal-science.information-science.library-and-museum-studies.records-management,Records management,Study of managing organizational records and archives.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Records_management
formal-science.information-science.library-and-museum-studies.reference,Reference,Study of reference services and information assistance.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Reference
formal-science.information-science.library-and-museum-studies.reference-desk,Reference desk,Study of reference desk operations and user support.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Reference_desk
formal-science.information-science.library-and-museum-studies.reference-management-software,Reference management software,Study of software for managing citations and references.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Reference_management_software
formal-science.information-science.library-and-museum-studies.registrar,Registrar,Study of registrar roles managing collection documentation.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Registrar_(museum)
formal-science.information-science.library-and-museum-studies.research-methods,Research methods,Study of research methods in information science.,Library and museum studies|0;Scientific thinking|1,3,S,https://en.wikipedia.org/wiki/Research_methods
formal-science.information-science.library-and-museum-studies.slow-fire,Slow fire,Study of paper preservation and decay prevention methods.,Library and museum studies|0;Chemistry|1,3,S,https://en.wikipedia.org/wiki/Slow_fire
formal-science.information-science.library-and-museum-studies.special-library,Special library,Study of specialized libraries and their services.,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Special_library
formal-science.scientific-thinking,Scientific thinking,Study of scientific reasoning and methods.,,1,S0,https://en.wikipedia.org/wiki/Scientific_method
formal-science.computer-science,Computer science,Study of computation algorithms and information processing.,Mathematics|1,1,S0,https://en.wikipedia.org/wiki/Computer_science
formal-science.computer-science.operating-systems,Operating systems,Study of operating systems and resource management.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Operating_systems
formal-science.computer-science.algorithms,Algorithms,Study of algorithms and computational procedures.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Algorithm
formal-science.computer-science.algorithms.computational-geometry,Computational geometry,Study of geometric problems using algorithms.,Algorithms|0,3,S,https://en.wikipedia.org/wiki/Computational_geometry
